type,x,y,z,vx,vy,vz,K,rlin,rho_radial,constants
particle,1.2070834023024824e13,-3.727489543611962e14,-6.123348277250193e13,12948.82339270838,-27866.611946012403,9842.18110350047,,,,
particle,-2.324507944457848e14,4.13897250759644e14,-3.9545102443630456e14,9932.499314554256,1709.0986734616158,3338.1523928619085,,,,
particle,-8.035299458104191e14,-5.091442268373077e14,4.457025297309385e13,1682.841426749364,39760.755037081784,23044.044954147666,,,,
particle,2.1378991477266803e14,-7.256588285404574e14,-6.322072975995965e14,-10383.975672755827,-25.699836076666145,-19586.773638216393,,,,
particle,-1.0661289368357419e15,1.3929371979212464e14,-3.2590444138041994e14,-19134.030630013633,13435.558619285002,-2152.0460162170016,,,,
particle,7.943884429969236e14,-1.1576040514072686e14,2.1771824337509272e14,-22732.996256688184,23494.537246386666,7542.343525453248,,,,
particle,6.820504586285229e14,7.665250264887332e14,4.0136056095056175e14,-16054.932560662226,5746.541095187613,-1768.7587170978284,,,,
particle,-7.48246167464694e14,-2.547625063884497e14,-3.25671361686613e14,-27575.29238436946,-15278.844729745904,3199.1428354751797,,,,
particle,1.6054284559103016e14,7.412336309933656e14,-2.358003527533937e14,634.5452997875337,-3981.1864485946985,-15778.181731800965,,,,
particle,-5.873639772789609e14,8.278012465017612e14,2.1113489117840756e14,13735.171451473929,-3914.599416722927,-6508.681236019014,,,,
particle,7.947406717599328e14,-3.8584763965732944e14,-2.3205408479890956e14,11712.713377767313,23305.888276637394,-6296.923498676924,,,,
particle,4.013582685804543e14,-1.0051759448463447e14,1.1604341111641212e14,-5508.907753963903,-18266.409034273554,-10494.105126408567,,,,
particle,2.2328182641021008e13,7.591104530942862e14,-1.321407817026798e14,37044.65253169989,-18963.70333593955,-20990.349676460257,,,,
particle,-6.61728776320603e13,5.783166156822128e14,-4.717109285665928e14,-4963.043326003031,10903.017160630654,1113.4311471711733,,,,
particle,6.858203293317511e14,8.026769808378494e14,-2.928277442720624e14,-7635.683895355756,5705.677494185741,-5299.580816647326,,,,
particle,2.1803358877118506e14,-1.0986063277047861e14,5.950990873283556e14,3707.9564173343965,479.9460426525628,8506.024767238014,,,,
particle,-2.8711133364576926e13,3.684117121208222e14,-2.5527822091483806e14,-12998.253081207678,-4049.162332873893,9034.831375208973,,,,
particle,3.3405538465513825e14,5.171375932898911e13,1.1390114707115856e14,-14291.068127731485,-872.5542111097734,-19934.85842561398,,,,
particle,-5.031948119417189e14,-7.665167623615206e13,4.0227901131091525e14,12153.121569056682,-13267.215841329473,10282.559321457735,,,,
particle,2.6645581427503856e14,-4.593036599419369e13,1.0955307012783122e15,-15024.061086003798,-2680.717541524159,-10968.35839950894,,,,
particle,-7.540855651208645e14,1.5810165657751175e14,1.3604565014354902e13,9837.553110744066,-3959.214855744471,-1151.5239930572288,,,,
particle,-4.3317182958524844e14,-9.965707392376906e12,1.6065406263539062e14,-14518.330846379575,-14089.297377393104,3776.441269461617,,,,
particle,1.811921392008019e14,-2.6290908255980793e13,-5.3963056737716766e13,3502.403705853195,-6847.809237786537,-4478.422200716488,,,,
particle,4.8584372697758444e14,3.4569984029709444e14,-5.384449254042098e14,3426.4877032403388,-9888.570221279793,-7551.408666868411,,,,
particle,8.786828156172855e14,5.4848963328964725e14,2.9659286125167375e14,-13699.481790670989,11102.27294994312,-23907.634249877297,,,,
particle,-4.322286559671743e13,5.960065436628942e14,-3.4260768367097744e14,-13055.976940677576,12018.963036806936,-8589.15394336271,,,,
