type,x,y,z,vx,vy,vz,K,rlin,rho_radial,constants
particle,0.09734201299722592,-0.04065175177773813,-0.01219586826464616,-1.4421865618757751e12,-2.6421522396633315e12,-1.704431064854779e13,,,,
particle,-0.009522765280664983,-0.005419784813268049,-0.0020747951180582623,-1.949911323174007e13,1.6712271809310791e13,-1.1460115834169281e13,,,,
particle,-0.00018556362072185434,0.00413512513770897,0.0034954956295914215,1.7215394031530925e14,-8.201376222827575e13,9.397872274486611e13,,,,
particle,-0.0063721967734454606,0.004279643753528892,-0.006943076647089367,-1.448996620271625e14,4.207193177133172e13,8.680818240679108e13,,,,
particle,-0.0018977002073550084,-0.0017319501211544774,-0.002544917268524604,2.1192702055708536e11,1.0078718542521368e11,-1.4574245433848152e12,,,,
particle,-0.013942287768080926,-0.0030639793980628037,0.0028609506291212383,-6.045109640911024e12,1.2956458893504014e13,1.1356449429619375e13,,,,
particle,-0.006618556010952958,-0.0017747590818023374,0.0030238675798466576,-3.2105744736399966e12,-4.12663427312969e11,-1.0960553009691608e12,,,,
particle,0.0009517419519563075,0.015080756159829671,-0.007774596215351543,9.365454086652133e13,-6.721663473072959e13,-3.894694436996502e13,,,,
particle,-0.00986341356994144,0.006357488153685041,-0.011319804824459207,9.119912758267739e11,3.5401251580208955e12,-3.5804224207351715e11,,,,
particle,0.015081740171676811,0.010793465962013712,0.03375093475328921,8.223906963963062e13,-2.6654064146725367e13,1.3413596738446922e13,,,,
particle,-0.007677001544315061,0.04204842738201938,0.004412453920018584,-4.742617780700311e13,-1.053503458910761e13,2.855961504256141e13,,,,
particle,-0.007439802012220084,0.009285721326825404,0.011330907181083974,1.9764508427599707e13,-6.907675856274262e13,7.85115824428294e12,,,,
particle,-0.008862764309533692,0.007873205403115575,-0.0032851934209018477,1.213802826881084e12,1.5685869465259396e13,-5.422276937990602e12,,,,
particle,-0.0019435584355305335,-0.005138714416252639,0.001928764144239709,3.866702938693411e13,1.1801939054092537e13,-5.3173966137169836e13,,,,
particle,0.041080894537644824,-0.039049409580128966,-0.01481223338196248,-2.256992944846742e12,-7.151746922113744e11,1.6643323644656588e13,,,,
particle,-0.0024777290323147435,-0.0012834515330516732,0.0032374870316056307,-1.3261097213659927e12,-4.791582483070364e11,2.600419269437883e12,,,,
particle,-0.015701950895840148,0.004398658060921627,-0.016733413429604656,4.321952842974021e12,6.336703899768625e12,-2.0076015709141816e13,,,,
particle,-0.005788743453522115,0.0011344328522838822,-0.00330159402791671,-1.1655684890737334e14,-1.1734498275771144e14,1.0096970633192356e14,,,,
particle,-0.011342253439805617,-0.023906044527662894,0.03911123920285801,8.732611034209416e13,-1.7507549152430959e13,1.3344674066486344e13,,,,
particle,0.0012899983459249982,-0.005134816587970895,-0.002403865933299818,8.975643507112986e13,5.932537813874575e13,-1.3240632288128686e13,,,,
particle,0.013695456522516029,-0.006154277309813672,-0.028771145394520425,2.9226190377459136e12,-2.1684440872235996e13,-1.428447462534384e13,,,,
particle,0.04052554262940283,0.03495187839232866,-0.010584965849733795,-2.245022795225197e11,3.593985474332918e12,-1.722904968908681e13,,,,
particle,-0.010913390784355553,0.00017159687403875415,0.0013408526922547073,1.0997321465062812e12,1.3886997797333867e12,-7.801921821125146e11,,,,
particle,-0.013940583950142924,0.0028143720610545775,-0.0009898549274220227,-2.4326983020106206e12,-7.6672582973624e13,4.854040421323611e13,,,,
particle,0.00020969945284050792,-0.006313474253316013,0.017327226457580752,-3.329792113580053e12,5.5992909276269795e12,2.41115599745645e13,,,,
particle,0.007970785760272735,0.01932975634406791,-0.013031746064627928,-4.516026598435295e11,1.2937729115542059e13,-1.0101270765721863e12,,,,
particle,-0.004091188491418208,0.007177312280821609,-0.008416297169143919,-3.329279807759322e12,4.619831327414391e11,1.6595983554037186e13,,,,
particle,0.009050351124466062,-0.0011347544698973617,-0.017572722240377734,-3.6866691237854195e13,-4.903470909416984e13,1.7807049464311504e13,,,,
particle,0.011579753865587057,-0.00022435531084800717,0.007599024534178553,7.117147361531305e12,-2.7495090720448843e12,3.3426894436458145e12,,,,
particle,0.0002050119172931119,0.0038157807817581478,-0.0008021964094522068,-5.155717577211089e10,6.305350300883815e11,-2.5744866249088922e11,,,,
particle,-0.0018346451809522419,-0.00029871960634652553,0.0002522763032501338,-1.026548973110315e13,1.296627603140537e13,1.7276765715744986e13,,,,
particle,0.009128243006488804,0.015747752572337164,-0.008525357897197161,2.437785918264291e13,7.542279365753068e12,-2.001783494090823e13,,,,
particle,-0.001589978880269969,-0.0015733614712517688,-0.015420787153670705,-4.320557661452282e12,-8.53796213018538e11,1.2512994996590276e12,,,,
particle,0.012298646209944645,-0.0004043381812162188,-0.01207625371702208,-1.1582137116556003e12,3.401327297624195e11,5.92744823720861e11,,,,
particle,-0.0043049750673044085,0.004664076852348216,0.0038658515982025695,-8.211444699024455e13,1.6334901316212744e14,-3.8524638052215305e13,,,,
particle,-0.000869249243916598,0.006462614553936097,0.007368332694117406,3.618656514025562e13,-9.065679163159453e13,1.1208585338910393e13,,,,
particle,-0.0062787382159373555,-0.007033904773112051,0.006402039857147486,-8.763273723698125e12,6.454760845015563e12,-4.577567133010224e12,,,,
particle,0.007711874745049071,-0.002655660639288731,0.0035020071680882526,-2.6607227854923836e13,2.5098663859103742e13,-1.818248179349708e13,,,,
particle,0.0034487946655310893,-0.0010948316314929212,0.0003357421611955637,-3.7751530046488776e11,7.650043466249067e11,-1.1529872469916973e13,,,,
particle,-0.027985789727370234,0.026060827362278483,0.002016562993698304,-8.017062325328129e12,-9.769321746092096e12,-8.28513835526075e12,,,,
particle,-0.013631486228447438,-0.020461636406091825,-0.019621586894952834,-1.903901038036633e13,3.520363925320669e12,8.51299694605849e12,,,,
particle,-0.01807167778730181,0.008681264641055337,0.0013319025704248953,-1.8738657695968504e13,-2.495560209108986e13,-2.0790924783694477e13,,,,
particle,-0.0009354503820603364,-0.006802178447215766,0.001042412771133771,2.2833190173606384e11,4.9928177874144507e11,4.697480190021267e11,,,,
particle,0.007218465439677804,-0.011224951346976805,0.007310278589859748,5.992991080861519e12,3.0764142190684582e13,3.1043279461177844e13,,,,
particle,-0.008104466750632729,0.0006626752045061082,0.008116471245349038,1.3945584748048842e14,-8.98188589501485e13,-7.180826736790027e13,,,,
particle,-0.001995212769846156,0.0008102563216822252,-0.00334127393069234,1.2804608789347414e14,3.2337931578512666e12,6.2316612747086086e13,,,,
particle,-0.003543870116238187,-0.003240513296366428,0.00808059407952655,-1.483322648461829e12,-2.5483230506635415e12,-9.688773185720316e11,,,,
particle,0.007011192441552224,0.010875499227576066,0.003545197880918083,-4.654042337386089e12,2.475007542057487e13,6.854198101754988e13,,,,
particle,0.00708042248830073,0.0008052273133973692,-0.00019692772269346286,1.7579838803651104e13,2.1605722372887184e13,6.376052072791038e12,,,,
particle,-0.013710475019091341,-0.032300837805592446,0.004444157428253332,-8.822235099898744e12,3.1006183428639285e13,-4.2681960427378276e12,,,,
particle,-0.014286772254475263,0.004523724084343387,-0.0073924741267921016,-1.4016072468011549e13,1.2220121148597625e13,-5.075533837501299e12,,,,
particle,0.002234868220173877,0.003459053159720327,0.00024144697950728144,-1.3173689104029112e11,-1.156488901153976e12,4.399310771084045e11,,,,
particle,-0.012438348518861553,0.02225149495794333,0.010680628924944325,7.321827035916706e12,6.064357279120972e12,-3.384981990156093e13,,,,
particle,0.18572784843447934,-0.009471751702261038,-0.044352740971163575,3.1449169895816355e13,6.205659469910785e12,1.602172580875323e13,,,,
particle,0.0013210486064215397,0.002479915900766472,-0.01705013768448661,6.991330742263393e10,-5.157750363130489e10,6.919624336849467e11,,,,
particle,-0.0031736960322984835,-0.003978915964558572,-0.008533837669816285,-3.095375804475486e13,1.0646752702675785e13,-1.3952796087036389e13,,,,
particle,0.011312384079323673,0.00812129338670924,0.005123461175253934,-2.3441846134756635e11,-3.9610573411545197e11,1.05146628501609e11,,,,
particle,-0.0073326371519621455,-0.024133798900528858,0.021176905185242876,-5.804556531874535e13,-1.0222119308198916e12,1.8422037650061008e13,,,,
particle,-0.015240831225861135,-0.019710380030043047,0.011414324832760746,-8.380902169381938e13,-2.012969520299419e13,-3.986865501834136e13,,,,
particle,-0.0018104284382078123,0.006186922963586938,-0.0005155080176653021,4.483566247410295e13,1.1312780804553242e14,1.0033260927335114e14,,,,
particle,0.0011949107079605157,-0.0029450699368088534,-0.0028686457888389065,5.830497747075613e12,1.1846810427909742e13,-2.4600118334992824e13,,,,
particle,-0.010577493857178169,0.004612225093745842,-0.006012887244190282,-3.373518965050698e12,1.4608495224213872e12,-2.1813132647069412e12,,,,
particle,0.009219005018573746,-0.026015425523533958,-0.02203545457975263,-3.334640973309705e11,2.300439876794738e11,9.0993565691633e11,,,,
